"customerkey","geographykey","customeralternatekey","customer_name","age","email_id","yearlyincome","address","phone","datefirstpurchase"
11197,637,"AW00011197","Andrea   Morris","72","andrea18@adventure-works.com","70000.00","1883 Green View Court","715-555-0178","2022-05-02"
11198,368,"AW00011198","Brooke   Sanders","71","brooke3@adventure-works.com","70000.00","5192 Dumbarton Drive","215-555-0156","2022-02-05"
11199,302,"AW00011199","Jacqueline   Bennett","66","jacqueline1@adventure-works.com","70000.00","8948 Chinquapin Court","413-555-0174","2022-03-18"
11200,69,"AW00011200","Jason L Griffin","70","jason18@adventure-works.com","70000.00","7239 Nicholas Drive","232-555-0160","2022-02-07"
11201,369,"AW00011201","Amanda   Foster","71","amanda37@adventure-works.com","70000.00","3984 San Francisco","505-555-0159","2022-07-01"
11202,334,"AW00011202","Alexia L Price","65","alexia0@adventure-works.com","80000.00","2079 Wellington Ct","552-555-0118","2022-09-15"
11203,60,"AW00011203","Luis D Diaz","64","luis21@adventure-works.com","40000.00","3682 Diablo View Road","171-555-0126","2022-02-20"
11204,536,"AW00011204","Destiny C Rivera","70","destiny33@adventure-works.com","40000.00","6965 Appalachian Drive","743-555-0111","2022-08-09"
11205,612,"AW00011205","Abby   Fernandez","70","abby13@adventure-works.com","40000.00","8330 Glenside Court","134-555-0119","2022-07-27"
11206,626,"AW00011206","Blake   Flores","70","blake60@adventure-works.com","60000.00","9410 Ferry St.","975-555-0163","2022-05-11"
11207,635,"AW00011207","Danielle   Cox","70","danielle12@adventure-works.com","60000.00","2346 Wren Ave","396-555-0158","2022-01-31"
11208,325,"AW00011208","Maria   Reed","70","maria4@adventure-works.com","60000.00","1413 Bridgeview St","156-555-0163","2022-03-04"
11209,336,"AW00011209","Allison   Evans","70","allison21@adventure-works.com","60000.00","3515 Sutton Circle","988-555-0151","2022-03-25"
11210,383,"AW00011210","Edward J Wood","70","edward50@adventure-works.com","70000.00","1039 Adelaide St.","229-555-0114","2022-05-06"
11211,50,"AW00011211","Samantha   Russell","63","samantha42@adventure-works.com","40000.00","9256 Village Oaks Dr.","547-555-0121","2022-02-01"
11212,53,"AW00011212","Chloe   Campbell","68","chloe4@adventure-works.com","40000.00","3562 East Ave.","205-555-0169","2022-01-30"
11213,614,"AW00011213","Stephanie B Murphy","69","stephanie11@adventure-works.com","60000.00","5514 Grant Street","293-555-0151","2022-03-28"
11214,545,"AW00011214","Charles O Miller","68","charles9@adventure-works.com","60000.00","2719 Little Dr","389-555-0115","2022-08-14"
11215,62,"AW00011215","Ana   Perry","62","ana7@adventure-works.com","40000.00","3114 Arlington Way","446-555-0134","2022-02-15"
11216,547,"AW00011216","Jasmine A Torres","68","jasmine32@adventure-works.com","60000.00","8328 San Francisco","939-555-0130","2020-08-15"
11217,547,"AW00011217","Natalie P Adams","68","natalie58@adventure-works.com","60000.00","6592 Bent Tree Lane","300-555-0150","2020-08-10"
11218,642,"AW00011218","Olivia   Brown","62","olivia4@adventure-works.com","60000.00","3964 Stony Hill Circle","414-555-0147","2022-02-28"
11219,553,"AW00011219","Charles   Cook","67","charles69@adventure-works.com","60000.00","6871 Bel Air Dr.","755-555-0111","2022-10-29"
11220,310,"AW00011220","Erica C Huang","63","erica5@adventure-works.com","60000.00","9142 All Ways Drive","618-555-0157","2022-03-14"
11221,334,"AW00011221","Nathan   Perry","68","nathan3@adventure-works.com","70000.00","9714 Nicholas Drive","271-555-0191","2022-04-07"
11222,369,"AW00011222","Alexandra   Rivera","68","alexandra11@adventure-works.com","80000.00","4999 Corte Segunda","488-555-0143","2022-11-01"
11223,52,"AW00011223","Hailey I Patterson","67","hailey30@adventure-works.com","70000.00","5045 Vancouver Way","480-555-0126","2022-01-29"
11224,612,"AW00011224","Tiffany J Li","67","tiffany3@adventure-works.com","70000.00","6404 Del Mar Ave","197-555-0118","2020-08-07"
11225,635,"AW00011225","Madison D Lee","62","madison22@adventure-works.com","60000.00","5927 Seaview Avenue","471-555-0142","2022-06-22"
11226,552,"AW00011226","Sydney T Ross","61","sydney26@adventure-works.com","60000.00","5252 Santa Fe","219-555-0146","2022-02-21"
11227,310,"AW00011227","Marshall D Chavez","61","marshall35@adventure-works.com","60000.00","9022 Estudillo Street","712-555-0116","2020-08-03"
11228,316,"AW00011228","Ashley R Jones","67","ashley3@adventure-works.com","60000.00","7681 Willow Pass Road","996-555-0169","2022-10-25"
11229,355,"AW00011229","Adrian C Stewart","66","adrian21@adventure-works.com","70000.00","6898 Shaw Rd.","812-555-0122","2022-07-27"
11230,369,"AW00011230","Amber   Turner","67","amber4@adventure-works.com","70000.00","6345 Ridge Circle","155-555-0131","2022-07-16"
11231,611,"AW00011231","Dennis   Zhang","60","dennis1@adventure-works.com","60000.00","3951 Calle Verde Drive","710-555-0134","2022-02-10"
11232,616,"AW00011232","Hailey R Bryant","66","hailey38@adventure-works.com","60000.00","2828 Rogers Ave.","156-555-0195","2022-09-20"
11233,299,"AW00011233","Todd   Li","60","todd5@adventure-works.com","70000.00","5897 Scottsdale Rd.","680-555-0147","2022-02-08"
11234,337,"AW00011234","Anna   Griffin","65","anna46@adventure-works.com","70000.00","7221 Peachwillow Street","965-555-0146","2022-02-08"
11235,607,"AW00011235","Angel J Stewart","66","angel24@adventure-works.com","70000.00","2585 La Salle Ct.","540-555-0122","2022-07-04"
11236,609,"AW00011236","Jeremy   Butler","66","jeremy29@adventure-works.com","70000.00","8811 The Trees Dr.","980-555-0117","2022-10-03"
11237,161,"AW00011237","Clarence M Anand","60","clarence36@adventure-works.com","130000.00","Welt Platz 6","1 (11) 500 555-0191","2020-09-05"
11238,232,"AW00011238","Mayra   Prasad","60","mayra9@adventure-works.com","130000.00","1119 Elderwood Dr.","1 (11) 500 555-0116","2020-01-06"
11239,249,"AW00011239","Latoya C Goel","54","latoya18@adventure-works.com","130000.00","8154 Pheasant Circle","1 (11) 500 555-0149","2020-01-19"
11240,273,"AW00011240","Anne B Hernandez","59","anne4@adventure-works.com","160000.00","76 Woodcrest Dr.","1 (11) 500 555-0119","2020-02-27"
11241,211,"AW00011241","Lisa   Cai","50","lisa24@adventure-works.com","100000.00","102, rue de Berri","1 (11) 500 555-0125","2021-09-10"
11242,209,"AW00011242","Larry   Munoz","60","larry9@adventure-works.com","110000.00","Midi-Couleurs","1 (11) 500 555-0193","2021-09-19"
11243,237,"AW00011243","Robin V Alvarez","61","robin2@adventure-works.com","150000.00","4086 Emmons Canyon Lane","1 (11) 500 555-0198","2020-02-21"
11244,267,"AW00011244","Alexis M Coleman","55","alexis28@adventure-works.com","170000.00","7140 Camelback Road","1 (11) 500 555-0115","2020-02-12"
11245,132,"AW00011245","Ricky D Vazquez","61","ricky15@adventure-works.com","120000.00","Roßstr 9928","1 (11) 500 555-0147","2020-09-26"
11246,147,"AW00011246","Latasha   Rubio","62","latasha21@adventure-works.com","120000.00","Alderstr 7690","1 (11) 500 555-0178","2020-10-03"
11247,242,"AW00011247","Claudia M Zhou","62","claudia7@adventure-works.com","130000.00","6516 Beauer Lane","1 (11) 500 555-0116","2020-02-18"
11248,223,"AW00011248","Tristan P Alexander","58","tristan19@adventure-works.com","110000.00","88, avenue des Champs-Elysées","1 (11) 500 555-0124","2022-07-14"
11249,178,"AW00011249","Cindy A Patel","57","cindy3@adventure-works.com","130000.00","Essener Straße 123","1 (11) 500 555-0149","2020-10-09"
11250,276,"AW00011250","Shannon D Liu","58","shannon4@adventure-works.com","170000.00","4185 Keywood Ct.","1 (11) 500 555-0119","2020-03-17"
11251,50,"AW00011251","Xavier   Long","86","xavier51@adventure-works.com","30000.00","9245 Dantley Way","243-555-0114","2022-10-18"
11252,335,"AW00011252","Nicholas D Thompson","86","nicholas16@adventure-works.com","90000.00","504 O St.","377-555-0147","2020-08-14"
11253,69,"AW00011253","José M Hernandez","74","josé54@adventure-works.com","60000.00","5703 Donald Dr.","712-555-0130","2022-03-01"
11254,612,"AW00011254","Johnathan W Vance","85","johnathan5@adventure-works.com","70000.00","9430 Versailles Pl","494-555-0166","2022-11-23"
11255,612,"AW00011255","Colin   Lin","85","colin8@adventure-works.com","70000.00","6083 San Jose","599-555-0132","2022-02-23"
11256,626,"AW00011256","Katelyn L Hernandez","85","katelyn42@adventure-works.com","70000.00","7496 Deerfield Dr.","249-555-0116","2022-04-15"
11257,345,"AW00011257","Jacqueline   Powell","85","jacqueline9@adventure-works.com","120000.00","4076 Northwood Dr","796-555-0111","2020-08-24"
11258,352,"AW00011258","Xavier   Hill","85","xavier26@adventure-works.com","120000.00","2707 Virgil Street","559-555-0149","2022-05-21"
11259,548,"AW00011259","Victoria C Stewart","53","victoria24@adventure-works.com","100000.00","3623 Barquentine Court","230-555-0139","2020-09-04"
11260,302,"AW00011260","Katelyn L Kelly","48","katelyn1@adventure-works.com","110000.00","7085 Solano Drive","507-555-0132","2022-02-05"
11261,359,"AW00011261","Stephanie   Collins","53","stephanie52@adventure-works.com","130000.00","2868 Central Avenue","209-555-0173","2020-09-27"
11262,60,"AW00011262","Jennifer   Simmons","48","jennifer88@adventure-works.com","80000.00","7959 Mt. Wilson Way","148-555-0115","2022-02-27"
11263,612,"AW00011263","Trinity   Richardson","54","trinity9@adventure-works.com","90000.00","3063 Blue Jay Drive","111-555-0116","2020-08-29"
11264,618,"AW00011264","Eduardo   Martin","54","eduardo13@adventure-works.com","90000.00","5137 Pheasant Court","342-555-0195","2022-01-02"
11265,623,"AW00011265","Elizabeth P Jones","54","elizabeth7@adventure-works.com","90000.00","2253 Firestone Dr.","941-555-0110","2022-01-03"
11266,632,"AW00011266","Taylor   Howard","54","taylor14@adventure-works.com","90000.00","7396 Stratton Circle","162-555-0131","2020-09-10"
11267,302,"AW00011267","David   Diaz","48","david55@adventure-works.com","120000.00","2075 Browse Ct","613-555-0119","2020-09-17"
11268,312,"AW00011268","Katelyn A Carter","54","katelyn33@adventure-works.com","130000.00","3050 Monte Cresta Avenue","103-555-0195","2022-05-29"
11269,314,"AW00011269","Ryan W Foster","48","ryan19@adventure-works.com","130000.00","5376 Sahara Drive","961-555-0133","2022-08-22"
11270,334,"AW00011270","Robert L Lee","48","robert82@adventure-works.com","130000.00","5461 Camino Verde Ct.","447-555-0174","2020-09-10"
11271,360,"AW00011271","Danielle C Reed","54","danielle23@adventure-works.com","150000.00","6683 Carrick Ct","136-555-0114","2020-09-27"
11272,300,"AW00011272","Lauren L Martinez","61","lauren35@adventure-works.com","70000.00","4357 Tosca Way","977-555-0117","2020-09-19"
11273,331,"AW00011273","Nathan E Lal","62","nathan26@adventure-works.com","90000.00","7064 Cypress Ave","147-555-0121","2022-05-14"
11274,609,"AW00011274","Kyle M Foster","84","kyle11@adventure-works.com","50000.00","5617 Landing Dr","846-555-0126","2020-08-29"
11275,310,"AW00011275","Jenny D Rai","84","jenny40@adventure-works.com","80000.00","1440 Willow Pass Dr.","780-555-0119","2020-08-30"
11276,49,"AW00011276","Nancy E Chapman","49","nancy7@adventure-works.com","80000.00","1480 Shoenic","909-555-0129","2022-01-29"
11277,62,"AW00011277","Charles P Jackson","55","charles15@adventure-works.com","80000.00","3400 Folson Drive","194-555-0175","2022-02-02"
11278,614,"AW00011278","Jonathan   Phillips","55","jonathan35@adventure-works.com","90000.00","8772 Rock Creek Way","967-555-0176","2020-09-16"
11279,616,"AW00011279","Amanda S Cook","49","amanda3@adventure-works.com","90000.00","9187 Vista Del Sol","252-555-0177","2022-03-03"
11280,626,"AW00011280","Robert   Collins","55","robert45@adventure-works.com","90000.00","5271 Sierra Road","966-555-0171","2022-07-01"
11281,301,"AW00011281","Megan J Barnes","49","megan53@adventure-works.com","110000.00","40 Ellis St.","807-555-0156","2020-09-13"
11282,612,"AW00011282","Christian A Thomas","56","christian46@adventure-works.com","90000.00","5205 Coralie Drive","692-555-0172","2020-08-31"
11283,299,"AW00011283","Arturo   Lal","55","arturo33@adventure-works.com","110000.00","4593 Mendouno Dr.","638-555-0164","2022-05-29"
11284,307,"AW00011284","Theresa   Serrano","56","theresa12@adventure-works.com","110000.00","9007 S Royal Links Circle","777-555-0162","2022-02-06"
11285,322,"AW00011285","Jeremy J Anderson","51","jeremy2@adventure-works.com","120000.00","7655 Greer Ave","940-555-0176","2022-07-27"
11286,374,"AW00011286","Hunter D Griffin","56","hunter16@adventure-works.com","170000.00","4079 Redbird Lane","410-555-0148","2020-09-21"
11287,49,"AW00011287","Henry B Garcia","57","henry16@adventure-works.com","70000.00","3268 Hazelwood Lane","282-555-0185","2022-01-29"
11288,301,"AW00011288","Cindy K Sanchez","46","cindy19@adventure-works.com","110000.00","7062 Starflower Drive","198-555-0118","2022-03-05"
11289,315,"AW00011289","Maria S Carter","52","maria53@adventure-works.com","130000.00","8603 Elmhurst Lane","239-555-0158","2020-09-08"
11290,334,"AW00011290","Katelyn   Sanchez","51","katelyn26@adventure-works.com","130000.00","8869 Climbing Vine Court","395-555-0150","2020-09-20"
11291,335,"AW00011291","Jenna   Wright","51","jenna19@adventure-works.com","130000.00","232 Pinnacle Drive","118-555-0191","2020-09-04"
11292,361,"AW00011292","Seth   Phillips","56","seth42@adventure-works.com","150000.00","4361 Loftus Road","980-555-0196","2020-09-15"
11293,632,"AW00011293","Luke S Long","63","luke28@adventure-works.com","60000.00","3177 Dover Way","786-555-0117","2022-02-24"
11294,618,"AW00011294","Dalton P Clark","63","dalton18@adventure-works.com","60000.00","4381 Amazonas","388-555-0195","2022-09-25"
11295,311,"AW00011295","Taylor G Lewis","64","taylor67@adventure-works.com","80000.00","8827 Ward Court","291-555-0174","2020-09-25"
11296,616,"AW00011296","Haley   Richardson","83","haley10@adventure-works.com","50000.00","6203 Laurel Drive","620-555-0129","2020-09-01"
11297,301,"AW00011297","Noah   Coleman","83","noah2@adventure-works.com","70000.00","5562 Galindo Street","847-555-0167","2020-09-26"
11298,307,"AW00011298","Jon   Luo","83","jon46@adventure-works.com","70000.00","3560 River Rock Lane","127-555-0189","2020-09-12"
11299,301,"AW00011299","Orlando E Vazquez","82","orlando14@adventure-works.com","70000.00","8547 Catherine Way","757-555-0143","2020-09-26"
11300,54,"AW00011300","Fernando   Barnes","58","fernando47@adventure-works.com","80000.00","7633 Greenhills Circle","469-555-0125","2022-01-31"
11301,607,"AW00011301","Cameron L Rodriguez","58","cameron38@adventure-works.com","80000.00","1217 Mariposa","727-555-0119","2022-06-09"
11302,539,"AW00011302","Spencer   Russell","52","spencer22@adventure-works.com","90000.00","2396 Mink Court","834-555-0131","2020-09-06"
11303,614,"AW00011303","Julia   Coleman","58","julia72@adventure-works.com","90000.00","3128 Ramsey Circle","907-555-0170","2020-09-02"
11304,547,"AW00011304","Julia B Garcia","53","julia38@adventure-works.com","100000.00","6179 Mt. Hamilton Dr.","923-555-0183","2022-03-20"
11305,307,"AW00011305","Sean A Evans","58","sean31@adventure-works.com","110000.00","7118 Elliott Dr.","791-555-0174","2022-03-25"
11306,312,"AW00011306","Micah A Zhou","58","micah19@adventure-works.com","110000.00","6105 Brownstone Rd","497-555-0185","2022-06-30"
11307,314,"AW00011307","Hunter P Rodriguez","58","hunter53@adventure-works.com","80000.00","4343 Cook Street","996-555-0142","2020-09-04"
11308,546,"AW00011308","Ian T Gonzales","64","ian57@adventure-works.com","60000.00","7122 Athene Dr.","904-555-0153","2022-09-07"
11309,536,"AW00011309","Victoria   Lewis","64","victoria20@adventure-works.com","60000.00","4426 Tanager Road","586-555-0191","2022-07-09"
11310,360,"AW00011310","Erin A Sanders","59","erin7@adventure-works.com","70000.00","7541 Black Point Pl","233-555-0160","2022-08-12"
11311,626,"AW00011311","Gabrielle D Lopez","65","gabrielle63@adventure-works.com","70000.00","8619 Parkside Dr.","783-555-0174","2022-04-18"
11312,626,"AW00011312","Sara   Richardson","65","sara10@adventure-works.com","70000.00","7375 Kipling Court","296-555-0174","2022-05-17"
11313,632,"AW00011313","Trevor   Jenkins","65","trevor6@adventure-works.com","70000.00","4697 Yosemite Dr.","120-555-0129","2022-05-07"
11314,618,"AW00011314","Mya   Flores","53","mya13@adventure-works.com","70000.00","8439 Rio Grande Drive","522-555-0140","2022-02-25"
11315,632,"AW00011315","Hailey J Ward","65","hailey12@adventure-works.com","70000.00","6321 Maya","767-555-0151","2022-05-20"
11316,51,"AW00011316","Luke   Allen","64","luke52@adventure-works.com","60000.00","419 Deermeadow Way","786-555-0133","2022-01-12"
11317,548,"AW00011317","Victoria D Russell","60","victoria66@adventure-works.com","40000.00","9268 Keller Ridge","663-555-0197","2020-09-01"
11318,614,"AW00011318","Jessica   Wilson","65","jessica54@adventure-works.com","40000.00","1652 Willcrest Circle","702-555-0180","2022-10-17"
11319,348,"AW00011319","Jade E Bailey","75","jade13@adventure-works.com","70000.00","8119 Northridge Ct","819-555-0160","2020-09-09"
11320,325,"AW00011320","Morgan M Hill","81","morgan19@adventure-works.com","80000.00","6951 Harmony Way","510-555-0120","2022-06-15"
11321,612,"AW00011321","Terrance D Raman","80","terrance9@adventure-works.com","90000.00","2297 Via Valencia","879-555-0124","2022-02-23"
11322,611,"AW00011322","Sydney   Garcia","80","sydney78@adventure-works.com","90000.00","252 Hemlock Drive","783-555-0116","2022-03-24"
11323,314,"AW00011323","Jose   Patterson","80","jose33@adventure-works.com","120000.00","648 Newport Drive","768-555-0153","2020-09-10"
